URL,Date
https://www.sportsdunia.com/news/man-city-latest-transfer-rumours-news-updates-live,
https://www.sportsdunia.com/news/man-utd-latest-transfer-rumours-news-updates-live,
https://www.sportsdunia.com/news/liverpool-latest-transfer-rumours-news-updates-live,
https://www.sportsdunia.com/news/arsenal-latest-transfer-rumours-news-updates-live,
https://www.sportsdunia.com/news/chelsea-latest-transfer-rumours-news-updates-live,
